"taxon","date","location","host"
"CY028998",2001.5,"China","duck"
"CY029047",2001.5,"China","duck"
"DQ321309",2003.5,"China","duck"
"CY029061",2001.5,"China","duck"
"CY029082",2001.5,"China","duck"
"CY029131",2002.5,"China","duck"
"KM251529",2014.5,"China","duck"
"KM251530",2014.5,"China","duck"
"KU143524",2015.5,"China","duck"
"KU143525",2015.5,"China","duck"
"CY029348",2003.5,"China","duck"
"CY029355",2003.5,"China","duck"
"CY029404",2003.5,"China","duck"
"CY029488",2004.5,"China","duck"
"EF123991",2005.5,"China","duck"
"EF123993",2005.5,"China","duck"
"CY029411",2003.5,"China","duck"
"HM172385",2006.5,"China","duck"
"CY029495",2004.5,"China","duck"
"CY030879",2006.5,"China","duck"
"CY029418",2003.5,"China","duck"
"EF123915",2005.5,"China","duck"
"CY029425",2003.5,"China","duck"
"CY029502",2004.5,"China","duck"
"EF123998",2005.5,"China","duck"
"EF123911",2005.5,"China","duck"
"CY030887",2006.5,"China","duck"
"EF123912",2005.5,"China","duck"
"EF123995",2005.5,"China","duck"
"CY029439",2003.5,"China","duck"
"CY029446",2003.5,"China","duck"
"EF123997",2005.5,"China","duck"
"CY030895",2006.5,"China","duck"
"CY029453",2003.5,"China","duck"
"EF123914",2005.5,"China","duck"
"CY029369",2003.5,"China","duck"
"CY029327",2002.5,"China","duck"
"CY029334",2002.5,"China","duck"
"AY585502",2000.5,"China","duck"
"KU042684",2014.5,"China","duck"
"JN646699",2011.5,"China","duck"
"JN646700",2011.5,"China","duck"
"JN646701",2011.5,"China","duck"
"JN646702",2011.5,"China","duck"
"JN646703",2011.5,"China","duck"
"JN646704",2011.5,"China","duck"
"JN646705",2011.5,"China","duck"
"AY585503",2000.5,"China","duck"
"DQ997415",2002.5,"China","duck"
"DQ321311",2005.5,"China","duck"
"DQ321312",2005.5,"China","duck"
"DQ321313",2005.5,"China","duck"
"DQ321314",2005.5,"China","duck"
"DQ321315",2005.5,"China","duck"
"DQ321316",2005.5,"China","duck"
"JX534587",2011.5,"China","duck"
"JX534595",2011.5,"China","duck"
"AY950277",2004.5,"China","duck"
"EU329175",2005.5,"China","duck"
"EU329188",2005.5,"China","duck"
"JX534571",2011.5,"China","duck"
"JX534579",2011.5,"China","duck"
"HM172403",2006.5,"China","duck"
"JX534547",2011.5,"China","duck"
"JX534555",2011.5,"China","duck"
"JX534563",2011.5,"China","duck"
"DQ835792",2004.5,"China","duck"
"MW063640",2019.5,"Egypt","Duck"
"LC106054",2015.5,"Egypt","Duck"
"LC106051",2015.5,"Egypt","Duck"
"LC106055",2015.5,"Egypt","Duck"
"CY044046",2008.5,"Egypt","Duck"
"KR732577",2009.5,"Egypt","Duck"
"JX080706",2010.5,"Egypt","Duck"
"JX080708",2010.5,"Egypt","Duck"
"KP035036",2013.5,"Egypt","Duck"
"KP035044",2013.5,"Egypt","Duck"
"CY016905",2006.5,"Egypt","Duck"
"AB496992",2007.5,"Egypt","Duck"
"AB496993",2007.5,"Egypt","Duck"
"AB496991",2007.5,"Egypt","Duck"
"AB496994",2007.5,"Egypt","Duck"
"AB496995",2007.5,"Egypt","Duck"
"AB468063",2007.5,"Egypt","Duck"
"AB496997",2007.5,"Egypt","Duck"
"AB496996",2007.5,"Egypt","Duck"
"FJ222282",2006.5,"Egypt","Duck"
"KF881497",2010.5,"Egypt","Duck"
"KF881422",2010.5,"Egypt","Duck"
"KF881311",2010.5,"Egypt","Duck"
"KF881537",2010.5,"Egypt","Duck"
"KF881354",2011.5,"Egypt","Duck"
"KF881661",2010.5,"Egypt","Duck"
"KF881429",2012.5,"Egypt","Duck"
"KF881406",2012.5,"Egypt","Duck"
"KF881588",2012.5,"Egypt","Duck"
"FJ222318",2007.5,"Egypt","Duck"
"KF881702",2012.5,"Egypt","Duck"
"CY126102",2010.5,"Egypt","Duck"
"CY125967",2010.5,"Egypt","Duck"
"LC106056",2015.5,"Egypt","Duck"
"LC106052",2015.5,"Egypt","Duck"
"GQ122449",2004.5,"Indonesia","duck"
"GQ122461",2004.5,"Indonesia","duck"
"MK981191",2016.5,"Indonesia","duck"
"KY614918",2016.5,"Indonesia","duck"
"KY614941",2016.5,"Indonesia","duck"
"KY614926",2016.5,"Indonesia","duck"
"DQ493359",2005.5,"Indonesia","duck"
"MW965493",2018.5,"Indonesia","duck"
"KY614981",2016.5,"Indonesia","duck"
"KY614894",2016.5,"Indonesia","duck"
"KY614814",2012.5,"Indonesia","duck"
"KY614933",2016.5,"Indonesia","duck"
"LC699158",2021.5,"Japan","duck"
"AB612907",2010.5,"Japan","duck"
"AB612899",2010.5,"Japan","duck"
"LC503260",2017.5,"Japan","duck"
"AB212278",2003.5,"Japan","duck"
"AB677889",2011.5,"Japan","duck"
"AB684227",2011.5,"Japan","duck"
"AB677873",2011.5,"Japan","duck"
"AB677865",2011.5,"Japan","duck"
"AB677857",2011.5,"Japan","duck"
"AB675583",2011.5,"Japan","duck"
"AB615235",2011.5,"Japan","duck"
"AB675501",2011.5,"Japan","duck"
"AB675534",2011.5,"Japan","duck"
"AB675542",2011.5,"Japan","duck"
"AB677849",2011.5,"Japan","duck"
"JN202570",2011.5,"South Korea","duck"
"JN202571",2011.5,"South Korea","duck"
"JN807936",2011.5,"South Korea","duck"
"EU233713",2006.5,"South Korea","duck"
"EU233721",2006.5,"South Korea","duck"
"JN807933",2010.5,"South Korea","duck"
"AY676028",2003.5,"South Korea","duck"
"JN807928",2011.5,"South Korea","duck"
"GQ412043",2008.5,"South Korea","duck"
"JN807945",2011.5,"South Korea","duck"
"GQ412044",2008.5,"South Korea","duck"
"JN807924",2011.5,"South Korea","duck"
"JQ710447",2010.5,"South Korea","duck"
"JN807921",2011.5,"South Korea","duck"
"JN807941",2010.5,"South Korea","duck"
"JF510045",2009.5,"South Korea","duck"
"JX497766",2009.5,"South Korea","duck"
"JX497774",2009.5,"South Korea","duck"
"GU186654",2004.5,"Thailand","duck"
"AB440331",2004.5,"Thailand","duck"
"AB450523",2004.5,"Thailand","duck"
"EU221255",2007.5,"Thailand","duck"
"EU616841",2007.5,"Thailand","duck"
"EU616849",2007.5,"Thailand","duck"
"EU676313",2008.5,"Thailand","duck"
"JQ794452",2006.5,"Thailand","duck"
"JQ794476",2006.5,"Thailand","duck"
"GQ387443",2006.5,"USA","duck"
"MG280461",2017.5,"USA","duck"
"CY014731",1981.5,"USA","duck"
"MG280179",2017.5,"USA","duck"
"OP377402",2022.5,"USA","duck"
"GU186791",2004.5,"USA","duck"
"CY053331",2004.5,"USA","duck"
"JF758819",2004.5,"USA","duck"
"MT200006",2019.5,"Vietnam","duck"
"MT200014",2019.5,"Vietnam","duck"
"MT200022",2019.5,"Vietnam","duck"
"MT199998",2019.5,"Vietnam","duck"
"MT547690",2019.5,"Vietnam","duck"
"DQ321334",2005.5,"Vietnam","duck"
"GU186751",2007.5,"Vietnam","duck"
"JX420236",2006.5,"Vietnam","duck"
"JX420132",2006.5,"Vietnam","duck"
"JX420220",2006.5,"Vietnam","duck"
"JX420188",2007.5,"Vietnam","duck"
"JX420228",2007.5,"Vietnam","duck"
"CY029533",2006.5,"Vietnam","duck"
"EU930970",2005.5,"Vietnam","duck"
"EU930986",2005.5,"Vietnam","duck"
"EU931010",2005.5,"Vietnam","duck"
"CY029637",2007.5,"Vietnam","duck"
"CY029669",2007.5,"Vietnam","duck"
"CY029573",2007.5,"Vietnam","duck"
"CY029677",2007.5,"Vietnam","duck"
"CY029693",2007.5,"Vietnam","duck"
"CY029701",2007.5,"Vietnam","duck"
"CY029717",2007.5,"Vietnam","duck"
"CY029741",2007.5,"Vietnam","duck"
"CY029757",2007.5,"Vietnam","duck"
"CY029765",2007.5,"Vietnam","duck"
"KX513131",2013.5,"Vietnam","duck"
"KX513127",2013.5,"Vietnam","duck"
"LC497239",2018.5,"Vietnam","duck"
"LC500380",2018.5,"Vietnam","duck"
"LC500388",2018.5,"Vietnam","duck"
"LC167700",2015.5,"Vietnam","duck"
"LC167740",2015.5,"Vietnam","duck"
"LC167748",2015.5,"Vietnam","duck"
"LC167756",2015.5,"Vietnam","duck"
"LC167764",2015.5,"Vietnam","duck"
"LC194845",2015.5,"Vietnam","duck"
"LC167540",2015.5,"Vietnam","duck"
"LC167548",2015.5,"Vietnam","duck"
"LC167556",2015.5,"Vietnam","duck"
"LC167564",2015.5,"Vietnam","duck"
"LC167580",2015.5,"Vietnam","duck"
"LC167620",2015.5,"Vietnam","duck"
"LC167644",2015.5,"Vietnam","duck"
"LC194837",2015.5,"Vietnam","duck"
"LC167796",2015.5,"Vietnam","duck"
"LC167788",2015.5,"Vietnam","duck"
"AB742253",2012.5,"Vietnam","duck"
"LC656315",2017.5,"Vietnam","duck"
"CY030317",2007.5,"Vietnam","duck"
"CY030397",2007.5,"Vietnam","duck"
"CY030405",2007.5,"Vietnam","duck"
"CY030437",2007.5,"Vietnam","duck"
"CY030261",2007.5,"Vietnam","duck"
"CY030543",2007.5,"Vietnam","duck"
"CY030269",2007.5,"Vietnam","duck"
"KU311528",2013.5,"Vietnam","duck"
"KU311536",2013.5,"Vietnam","duck"
"KU311544",2013.5,"Vietnam","duck"
"KU311552",2013.5,"Vietnam","duck"
"GU186759",2007.5,"Vietnam","duck"
"GU052531",2007.5,"Vietnam","duck"
"JX420212",2007.5,"Vietnam","duck"
"KU311560",2015.5,"Vietnam","duck"
"KU311568",2015.5,"Vietnam","duck"
"GU050379",2007.5,"Vietnam","duck"
"JX420196",2007.5,"Vietnam","duck"
"GU050434",2007.5,"Vietnam","duck"
"GU050395",2007.5,"Vietnam","duck"
"GU052508",2006.5,"Vietnam","duck"
"GU186775",2007.5,"Vietnam","duck"
"GU186730",2005.5,"Vietnam","duck"
"GU050449",2007.5,"Vietnam","duck"
"GU050441",2007.5,"Vietnam","duck"
"GU050521",2007.5,"Vietnam","duck"
"GU050545",2007.5,"Vietnam","duck"
"GU050426",2007.5,"Vietnam","duck"
"GU050465",2007.5,"Vietnam","duck"
"GU050419",2007.5,"Vietnam","duck"
"GU052539",2007.5,"Vietnam","duck"
"LC050613",2013.5,"Vietnam","duck"
"AB824277",2013.5,"Vietnam","duck"
"AB828587",2013.5,"Vietnam","duck"
"GU050363",2007.5,"Vietnam","duck"
"JX420124",2007.5,"Vietnam","duck"
"AB819035",2012.5,"Vietnam","duck"
"GU052401",2007.5,"Vietnam","duck"
"JX420148",2007.5,"Vietnam","duck"
"GU050505",2007.5,"Vietnam","duck"
"CY016889",2005.5,"Vietnam","duck"
"FJ812017",2008.5,"Vietnam","duck"
"FJ812018",2008.5,"Vietnam","duck"
"FJ812019",2008.5,"Vietnam","duck"
"CY017073",2005.5,"Vietnam","duck"
"CY017193",2005.5,"Vietnam","duck"
"CY016897",2005.5,"Vietnam","duck"
"FJ812020",2008.5,"Vietnam","duck"
"FJ812021",2008.5,"Vietnam","duck"
"FJ812022",2008.5,"Vietnam","duck"
"FJ812015",2006.5,"Vietnam","duck"
"FJ812013",2006.5,"Vietnam","duck"
"FJ812014",2006.5,"Vietnam","duck"
"DQ138162",2004.5,"Vietnam","duck"
"FJ812016",2007.5,"Vietnam","duck"
"MK943255",2015.5,"Vietnam","duck"
"GU052447",2005.5,"Vietnam","duck"
"GU186662",2005.5,"Vietnam","duck"
"MK964947",2012.5,"Vietnam","duck"
"DQ138146",2004.5,"Vietnam","duck"
"DQ138161",2004.5,"Vietnam","duck"
"KR732504",2007.5,"Vietnam","duck"
"KR732456",2007.5,"Vietnam","duck"
"KR732568",2007.5,"Vietnam","duck"
"CY016833",2005.5,"Vietnam","duck"
"DQ366304",2005.5,"Vietnam","duck"
"CY029557",2007.5,"Vietnam","duck"
"CY029509",2005.5,"Vietnam","duck"
"CY029517",2005.5,"Vietnam","duck"
"CY029525",2005.5,"Vietnam","duck"
"CY029541",2005.5,"Vietnam","duck"
"DQ493401",2004.5,"Vietnam","duck"
"DQ493370",2003.5,"Vietnam","duck"
"DQ493372",2003.5,"Vietnam","duck"
"CY034772",2005.5,"Vietnam","duck"
"CY029549",2005.5,"Vietnam","duck"
"CY029621",2007.5,"Vietnam","duck"
"CY029565",2007.5,"Vietnam","duck"
"EU930890",2005.5,"Vietnam","duck"
"EU930906",2005.5,"Vietnam","duck"
"EU930914",2005.5,"Vietnam","duck"
"EU930922",2005.5,"Vietnam","duck"
"EU930930",2005.5,"Vietnam","duck"
"EU930938",2005.5,"Vietnam","duck"
"EU930946",2005.5,"Vietnam","duck"
"EU930962",2005.5,"Vietnam","duck"
"EU930994",2005.5,"Vietnam","duck"
"EU931018",2005.5,"Vietnam","duck"
"DQ493384",2004.5,"Vietnam","duck"
"EU931026",2005.5,"Vietnam","duck"
"DQ493385",2004.5,"Vietnam","duck"
"DQ493415",2004.5,"Vietnam","duck"
"DQ493374",2005.5,"Vietnam","duck"
"DQ493407",2005.5,"Vietnam","duck"
"DQ493397",2005.5,"Vietnam","duck"
"DQ493389",2005.5,"Vietnam","duck"
"CY029645",2007.5,"Vietnam","duck"
"CY034228",2005.5,"Vietnam","duck"
"CY029653",2007.5,"Vietnam","duck"
"DQ493403",2005.5,"Vietnam","duck"
"CY029661",2007.5,"Vietnam","duck"
"DQ493373",2004.5,"Vietnam","duck"
"CY029685",2007.5,"Vietnam","duck"
"DQ493383",2004.5,"Vietnam","duck"
"CY029581",2007.5,"Vietnam","duck"
"CY029709",2007.5,"Vietnam","duck"
"CY029725",2007.5,"Vietnam","duck"
"CY029733",2007.5,"Vietnam","duck"
"DQ493416",2005.5,"Vietnam","duck"
"CY029749",2007.5,"Vietnam","duck"
"DQ493408",2005.5,"Vietnam","duck"
"DQ321333",2005.5,"Vietnam","duck"
"CY029589",2007.5,"Vietnam","duck"
"CY029597",2007.5,"Vietnam","duck"
"CY031178",2004.5,"Vietnam","duck"
"DQ366320",2005.5,"Vietnam","duck"
"CY029605",2007.5,"Vietnam","duck"
"CY031186",2004.5,"Vietnam","duck"
"CY033183",2004.5,"Vietnam","duck"
"CY094829",2005.5,"Vietnam","duck"
"AB593445",2008.5,"Vietnam","duck"
"LC500412",2018.5,"Vietnam","duck"
"LC500420",2018.5,"Vietnam","duck"
"LC500428",2018.5,"Vietnam","duck"
"LC500436",2018.5,"Vietnam","duck"
"LC167708",2015.5,"Vietnam","duck"
"LC167716",2015.5,"Vietnam","duck"
"LC194813",2015.5,"Vietnam","duck"
"LC167500",2015.5,"Vietnam","duck"
"LC167508",2015.5,"Vietnam","duck"
"LC167524",2015.5,"Vietnam","duck"
"LC167532",2015.5,"Vietnam","duck"
"LC167572",2015.5,"Vietnam","duck"
"LC167588",2015.5,"Vietnam","duck"
"LC167676",2015.5,"Vietnam","duck"
"LC363978",2016.5,"Vietnam","duck"
"LC363986",2016.5,"Vietnam","duck"
"LC363994",2016.5,"Vietnam","duck"
"LC364002",2016.5,"Vietnam","duck"
"LC364010",2016.5,"Vietnam","duck"
"LC364271",2017.5,"Vietnam","duck"
"LC364303",2017.5,"Vietnam","duck"
"LC364335",2017.5,"Vietnam","duck"
"AB742261",2012.5,"Vietnam","duck"
"AB742269",2012.5,"Vietnam","duck"
"AB742277",2012.5,"Vietnam","duck"
"AB742285",2012.5,"Vietnam","duck"
"AB742293",2012.5,"Vietnam","duck"
"AB972689",2014.5,"Vietnam","duck"
"AB972697",2014.5,"Vietnam","duck"
"AB972705",2014.5,"Vietnam","duck"
"AB972729",2014.5,"Vietnam","duck"
"AB979461",2014.5,"Vietnam","duck"
"AB979469",2014.5,"Vietnam","duck"
"AB979501",2014.5,"Vietnam","duck"
"AB979509",2014.5,"Vietnam","duck"
"KX513182",2013.5,"Vietnam","duck"
"DQ493388",2005.5,"Vietnam","duck"
"DQ493386",2004.5,"Vietnam","duck"
"KY171534",2013.5,"Vietnam","duck"
"KY171550",2012.5,"Vietnam","duck"
"KY171574",2012.5,"Vietnam","duck"
"KY171582",2012.5,"Vietnam","duck"
"KY171622",2013.5,"Vietnam","duck"
"KY171606",2013.5,"Vietnam","duck"
"KY171590",2013.5,"Vietnam","duck"
"KY171542",2013.5,"Vietnam","duck"
"KY171558",2012.5,"Vietnam","duck"
"KY171598",2013.5,"Vietnam","duck"
"KY171566",2012.5,"Vietnam","duck"
"KY171614",2013.5,"Vietnam","duck"
"CY030237",2007.5,"Vietnam","duck"
"CY030325",2007.5,"Vietnam","duck"
"CY030333",2007.5,"Vietnam","duck"
"KY171734",2015.5,"Vietnam","duck"
"CY030349",2007.5,"Vietnam","duck"
"KY171340",2012.5,"Vietnam","duck"
"CY030357",2007.5,"Vietnam","duck"
"CY030365",2007.5,"Vietnam","duck"
"CY030373",2007.5,"Vietnam","duck"
"CY030245",2007.5,"Vietnam","duck"
"KY171364",2012.5,"Vietnam","duck"
"KY171380",2012.5,"Vietnam","duck"
"CY030421",2007.5,"Vietnam","duck"
"CY030429",2007.5,"Vietnam","duck"
"KY171444",2013.5,"Vietnam","duck"
"KY171404",2013.5,"Vietnam","duck"
"KY171412",2013.5,"Vietnam","duck"
"KY171420",2013.5,"Vietnam","duck"
"KY171428",2013.5,"Vietnam","duck"
"KY171436",2013.5,"Vietnam","duck"
"KY171468",2013.5,"Vietnam","duck"
"KY171452",2013.5,"Vietnam","duck"
"KY171526",2013.5,"Vietnam","duck"
"KY171292",2013.5,"Vietnam","duck"
"CY030444",2007.5,"Vietnam","duck"
"CY030451",2007.5,"Vietnam","duck"
"KY170925",2013.5,"Vietnam","duck"
"KY171324",2013.5,"Vietnam","duck"
"KY171332",2013.5,"Vietnam","duck"
"KY171037",2013.5,"Vietnam","duck"
"KY171045",2013.5,"Vietnam","duck"
"KY171053",2013.5,"Vietnam","duck"
"KY170885",2013.5,"Vietnam","duck"
"CY030459",2007.5,"Vietnam","duck"
"KY171300",2013.5,"Vietnam","duck"
"KY171013",2013.5,"Vietnam","duck"
"KY171021",2013.5,"Vietnam","duck"
"CY030521",2007.5,"Vietnam","duck"
"CY030277",2007.5,"Vietnam","duck"
"KY171630",2013.5,"Vietnam","duck"
"CY030285",2007.5,"Vietnam","duck"
"CY030293",2007.5,"Vietnam","duck"
"CY030301",2007.5,"Vietnam","duck"
"KY171260",2013.5,"Vietnam","duck"
"KP097867",2011.5,"Vietnam","duck"
"KP097852",2012.5,"Vietnam","duck"
"KP097849",2011.5,"Vietnam","duck"
"KP097853",2012.5,"Vietnam","duck"
"KP097854",2012.5,"Vietnam","duck"
"KP097855",2012.5,"Vietnam","duck"
"KP097856",2012.5,"Vietnam","duck"
"KP097850",2012.5,"Vietnam","duck"
"KP097857",2012.5,"Vietnam","duck"
"KP097858",2012.5,"Vietnam","duck"
"KP097859",2012.5,"Vietnam","duck"
"KP097860",2012.5,"Vietnam","duck"
"CY031625",2005.5,"Vietnam","duck"
"CY094837",2005.5,"Vietnam","duck"
"CY034236",2005.5,"Vietnam","duck"
"CY034780",2005.5,"Vietnam","duck"
"CY094845",2005.5,"Vietnam","duck"
"CY033191",2005.5,"Vietnam","duck"
"KY171061",2014.5,"Vietnam","duck"
"KY170879",2014.5,"Vietnam","duck"
"KY171101",2014.5,"Vietnam","duck"
"KY171109",2014.5,"Vietnam","duck"
"KY171125",2014.5,"Vietnam","duck"
"KY171133",2014.5,"Vietnam","duck"
"KY171173",2014.5,"Vietnam","duck"
"KY171181",2014.5,"Vietnam","duck"
"KY171189",2014.5,"Vietnam","duck"
"KY171205",2014.5,"Vietnam","duck"
"KY171221",2014.5,"Vietnam","duck"
"AB727933",2012.5,"Vietnam","duck"
"AB735613",2012.5,"Vietnam","duck"
"AB769250",2012.5,"Vietnam","duck"
"AB780476",2012.5,"Vietnam","duck"
"AB780492",2012.5,"Vietnam","duck"
"AB780484",2012.5,"Vietnam","duck"
"AB700633",2011.5,"Vietnam","duck"
"AB715367",2011.5,"Vietnam","duck"
"AB775636",2012.5,"Vietnam","duck"
"AB778282",2011.5,"Vietnam","duck"
"KF182739",2012.5,"Vietnam","duck"
"KX644109",2012.5,"Vietnam","duck"
"KX644131",2012.5,"Vietnam","duck"
"KX644108",2012.5,"Vietnam","duck"
"KX644122",2012.5,"Vietnam","duck"
"KX644129",2012.5,"Vietnam","duck"
"KX644120",2012.5,"Vietnam","duck"
"KX644113",2012.5,"Vietnam","duck"
"KX644105",2012.5,"Vietnam","duck"
"KX644106",2012.5,"Vietnam","duck"
"KX644104",2012.5,"Vietnam","duck"
"KX644125",2012.5,"Vietnam","duck"
"KX644123",2012.5,"Vietnam","duck"
"KX644115",2012.5,"Vietnam","duck"
"KX644111",2012.5,"Vietnam","duck"
"KX644127",2012.5,"Vietnam","duck"
"KX644118",2013.5,"Vietnam","duck"
"KX644100",2013.5,"Vietnam","duck"
"KX644102",2013.5,"Vietnam","duck"
"KX644121",2013.5,"Vietnam","duck"
"KX644114",2013.5,"Vietnam","duck"
"KY170901",2013.5,"Vietnam","duck"
"KY171276",2013.5,"Vietnam","duck"
"KY170893",2013.5,"Vietnam","duck"
"KY171284",2013.5,"Vietnam","duck"
"KY171029",2013.5,"Vietnam","duck"
"KY171268",2013.5,"Vietnam","duck"
"DQ493394",2005.5,"Vietnam","duck"
"DQ321335",2005.5,"Vietnam","duck"
"KX644099",2012.5,"Vietnam","duck"
"KX644128",2012.5,"Vietnam","duck"
"KX644112",2012.5,"Vietnam","duck"
"KX644126",2012.5,"Vietnam","duck"
"KX644119",2012.5,"Vietnam","duck"
"KX644116",2012.5,"Vietnam","duck"
"KX644124",2012.5,"Vietnam","duck"
"KX644101",2012.5,"Vietnam","duck"
"KX644107",2012.5,"Vietnam","duck"
"KX644117",2012.5,"Vietnam","duck"
"KX644110",2012.5,"Vietnam","duck"
"KX644103",2012.5,"Vietnam","duck"
"KX644130",2012.5,"Vietnam","duck"
"JX241043",2007.5,"Vietnam","duck"
"GU050371",2007.5,"Vietnam","duck"
"GU050457",2007.5,"Vietnam","duck"
"GU050355",2007.5,"Vietnam","duck"
"GU050411",2007.5,"Vietnam","duck"
"GU050489",2007.5,"Vietnam","duck"
"KX513160",2013.5,"Vietnam","duck"
"AB972737",2013.5,"Vietnam","duck"
"AB972745",2013.5,"Vietnam","duck"
"LC010742",2014.5,"Vietnam","duck"
"LC010750",2014.5,"Vietnam","duck"
"LC010758",2014.5,"Vietnam","duck"
"LC010766",2014.5,"Vietnam","duck"
"LC010774",2014.5,"Vietnam","duck"
"GU050513",2007.5,"Vietnam","duck"
"LC010710",2013.5,"Vietnam","duck"
"AB828691",2013.5,"Vietnam","duck"
"AB824261",2013.5,"Vietnam","duck"
"LC050605",2013.5,"Vietnam","duck"
"AB824269",2013.5,"Vietnam","duck"
"GU050497",2007.5,"Vietnam","duck"
"GU050537",2007.5,"Vietnam","duck"
"MK963631",2013.5,"Vietnam","duck"
"MK963275",2014.5,"Vietnam","duck"
"LC364279",2017.5,"Vietnam","duck"
"LC364311",2017.5,"Vietnam","duck"
"LC364327",2017.5,"Vietnam","duck"
"AB741548",2011.5,"Vietnam","duck"
"AB787199",2012.5,"Vietnam","duck"
"AB787207",2012.5,"Vietnam","duck"
"AB807878",2012.5,"Vietnam","duck"
"AB807751",2012.5,"Vietnam","duck"
"AB827989",2013.5,"Vietnam","duck"
"AB828095",2013.5,"Vietnam","duck"
"AB828358",2013.5,"Vietnam","duck"
"AB829735",2013.5,"Vietnam","duck"
"AB829743",2013.5,"Vietnam","duck"
"AB849458",2013.5,"Vietnam","duck"
"AB847563",2013.5,"Vietnam","duck"
"AB972673",2014.5,"Vietnam","duck"
"AB972681",2014.5,"Vietnam","duck"
"AB741556",2011.5,"Vietnam","duck"
"AB972713",2014.5,"Vietnam","duck"
"AB972721",2014.5,"Vietnam","duck"
"AB979453",2014.5,"Vietnam","duck"
"AB979477",2014.5,"Vietnam","duck"
"AB979485",2014.5,"Vietnam","duck"
"AB979493",2014.5,"Vietnam","duck"
"AB741564",2011.5,"Vietnam","duck"
"LC010718",2014.5,"Vietnam","duck"
"LC010726",2014.5,"Vietnam","duck"
"LC010734",2014.5,"Vietnam","duck"
"KY171229",2015.5,"Vietnam","duck"
"KY171237",2015.5,"Vietnam","duck"
"KY171356",2012.5,"Vietnam","duck"
"KY171372",2012.5,"Vietnam","duck"
"CY031633",2005.5,"Vietnam","duck"
"AB728617",2012.5,"Vietnam","duck"
"AB778512",2011.5,"Vietnam","duck"
"AB716335",2011.5,"Vietnam","duck"
"AB715359",2011.5,"Vietnam","duck"
"AB636522",2011.5,"Vietnam","duck"
"KJ812107",2009.5,"Vietnam","duck"
"AB786674",2012.5,"Vietnam","duck"
"AB786682",2012.5,"Vietnam","duck"
"AB786690",2012.5,"Vietnam","duck"
"AB786698",2012.5,"Vietnam","duck"
"AB716327",2011.5,"Vietnam","duck"
"KX215224",2012.5,"Bhutan","wild bird"
"KX215343",2012.5,"Bhutan","wild bird"
"KX215354",2012.5,"Bhutan","wild bird"
"KX215430",2012.5,"Bhutan","wild bird"
"KX215243",2012.5,"Bhutan","wild bird"
"KX215399",2012.5,"Bhutan","wild bird"
"KX215467",2012.5,"Bhutan","wild bird"
"KX215455",2012.5,"Bhutan","wild bird"
"JN807927",2011.5,"South Korea","wild bird"
"DQ493404",2005.5,"Vietnam","wild bird"
